rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_049276139f07bb,entity_049276139f07bbce,reported,reported,6´-O-malonyl-amaranthin (Celoscristatin),,betalain,,C33H36N2O22,812.17597079968,,,813.1832,784.18;783.17;781.19;779.18;778.17;777.16;775.15;773.19;771.17;769.19;768.19;767.18;766.17;765.16;763.18;761.17;759.15;755.18;753.2;751.18;750.18;749.17;743.18;741.16;740.15;739.18;738.18;737.17;727.18;726.18;725.17;724.16;723.15;711.19;709.17;708.16;707.16;705.14;699.19;697.17;695.19;693.18;691.16;689.15;683.19;681.18;679.16;677.18;675.17;673.15;669.18;665.18;663.17;657.18;655.16;651.17;644.15;639.17;637.15;636.14;635.14;631.14;621.16;620.15;619.14;618.13;617.12;609.16;607.14;605.16;604.13;603.15;602.14;601.13;600.12;599.11;593.16;591.15;589.13;588.13;587.12;586.12;585.14;583.12;579.15;575.15;574.14;573.14;572.12;571.13;570.12;569.11;568.11;567.15;565.13;561.14;559.13;558.12;551.15;549.14;548.12;547.13;543.13;542.13;541.12;535.13;534.15;533.11;532.11;531.13;530.13;529.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;512.12;511.11;503.14;502.13;501.12;500.12;499.13;497.12;484.12;483.11;482.11;479.13;473.13;461.13;455.12;449.13;447.11;446.11;445.13;444.11;443.12;442.1;441.09;433.13;431.12;429.1;428.09;427.09;426.1;425.11;424.09;423.08;415.12;413.11;412.1;411.09;410.08;409.08;394.09;393.08;392.07;389.1;388.09;387.08;386.07;383.1;375.12;373.1;372.1;371.09;370.08;369.07;365.09;361.1;360.1;359.12;357.11;356.1;355.09;354.09;353.09;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;338.06;337.08;336.08;335.08;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_fa15650d62c62e69702b,candidate,Structured compound record mined from local corpus text.
cmp_68757fc74e4af2,entity_68757fc74e4af2f5,reported,reported,6´-O-malonyl-isoamaranthin (isoceloscristatin),,betalain,,C33H36N2O22,812.17597079968,,,813.1832,784.18;783.17;781.19;779.18;778.17;777.16;775.15;773.19;771.17;769.19;768.19;767.18;766.17;765.16;763.18;761.17;759.15;755.18;753.2;751.18;750.18;749.17;743.18;741.16;740.15;739.18;738.18;737.17;727.18;726.18;725.17;724.16;723.15;711.19;709.17;708.16;707.16;705.14;699.19;697.17;695.19;693.18;691.16;689.15;683.19;681.18;679.16;677.18;675.17;673.15;669.18;665.18;663.17;657.18;655.16;651.17;644.15;639.17;637.15;636.14;635.14;631.14;621.16;620.15;619.14;618.13;617.12;609.16;607.14;605.16;604.13;603.15;602.14;601.13;600.12;599.11;593.16;591.15;589.13;588.13;587.12;586.12;585.14;583.12;579.15;575.15;574.14;573.14;572.12;571.13;570.12;569.11;568.11;567.15;565.13;561.14;559.13;558.12;551.15;549.14;548.12;547.13;543.13;542.13;541.12;535.13;534.15;533.11;532.11;531.13;530.13;529.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;512.12;511.11;503.14;502.13;501.12;500.12;499.13;497.12;484.12;483.11;482.11;479.13;473.13;461.13;455.12;449.13;447.11;446.11;445.13;444.11;443.12;442.1;441.09;433.13;431.12;429.1;428.09;427.09;426.1;425.11;424.09;423.08;415.12;413.11;412.1;411.09;410.08;409.08;394.09;393.08;392.07;389.1;388.09;387.08;386.07;383.1;375.12;373.1;372.1;371.09;370.08;369.07;365.09;361.1;360.1;359.12;357.11;356.1;355.09;354.09;353.09;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;338.06;337.08;336.08;335.08;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_f4a3410b6d3338c0e572,candidate,Structured compound record mined from local corpus text.
cmp_dbd8a83b03dab7,entity_dbd8a83b03dab738,reported,reported,4´-O-malonyl-amaranthin,,betalain,,C33H36N2O22,812.17597079968,,,813.1832,784.18;783.17;781.19;779.18;778.17;777.16;775.15;773.19;771.17;769.19;768.19;767.18;766.17;765.16;763.18;761.17;759.15;755.18;753.2;751.18;750.18;749.17;743.18;741.16;740.15;739.18;738.18;737.17;727.18;726.18;725.17;724.16;723.15;711.19;709.17;708.16;707.16;705.14;699.19;697.17;695.19;693.18;691.16;689.15;683.19;681.18;679.16;677.18;675.17;673.15;669.18;665.18;663.17;657.18;655.16;651.17;644.15;639.17;637.15;636.14;635.14;631.14;621.16;620.15;619.14;618.13;617.12;609.16;607.14;605.16;604.13;603.15;602.14;601.13;600.12;599.11;593.16;591.15;589.13;588.13;587.12;586.12;585.14;583.12;579.15;575.15;574.14;573.14;572.12;571.13;570.12;569.11;568.11;567.15;565.13;561.14;559.13;558.12;551.15;549.14;548.12;547.13;543.13;542.13;541.12;535.13;534.15;533.11;532.11;531.13;530.13;529.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;512.12;511.11;503.14;502.13;501.12;500.12;499.13;497.12;484.12;483.11;482.11;479.13;473.13;461.13;455.12;449.13;447.11;446.11;445.13;444.11;443.12;442.1;441.09;433.13;431.12;429.1;428.09;427.09;426.1;425.11;424.09;423.08;415.12;413.11;412.1;411.09;410.08;409.08;394.09;393.08;392.07;389.1;388.09;387.08;386.07;383.1;375.12;373.1;372.1;371.09;370.08;369.07;365.09;361.1;360.1;359.12;357.11;356.1;355.09;354.09;353.09;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;338.06;337.08;336.08;335.08;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_97ee5e389c29499944c0;chunk_04719ea392c5f65ead84,candidate,Structured compound record mined from local corpus text.
cmp_5e50f19052cbaa,entity_5e50f19052cbaadf,reported,reported,17-decarboxy-amaranthin,,betalain,,C29H34N2O17,682.18574763737,,,683.193,654.19;653.18;651.2;650.2;649.19;648.18;647.17;646.16;645.16;643.2;641.18;639.2;638.2;637.19;636.18;635.17;633.19;632.18;631.18;630.17;629.16;627.15;625.19;623.21;621.19;620.18;619.18;618.17;617.16;615.18;613.19;611.17;610.16;609.19;608.18;607.18;605.2;604.19;603.18;602.17;601.17;597.19;595.18;594.17;593.16;592.15;591.18;590.17;589.17;581.2;579.18;577.17;575.15;563.19;561.17;559.16;558.15;557.14;545.14;534.15;532.13;531.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;507.16;506.15;505.15;502.13;501.12;500.12;499.11;491.17;490.16;489.15;488.14;487.13;486.12;485.13;484.12;483.11;482.11;479.17;478.16;477.15;475.17;473.16;472.12;471.14;470.13;469.12;467.17;465.15;463.17;462.12;461.13;460.15;459.14;457.16;456.13;455.14;454.14;453.13;451.11;449.13;447.11;446.11;445.13;444.13;443.12;442.14;441.13;437.16;435.14;434.13;433.13;432.15;431.12;430.11;429.1;428.09;427.12;426.12;425.11;421.16;419.14;417.13;416.12;415.12;414.14;413.11;411.09;403.15;401.13;399.12;385.14;383.12;381.11;358.11;356.1;355.09;345.11;344.1;343.09;342.09;341.09;340.1;338.09;337.08;331.13;329.11;328.11;327.1;326.09;325.08;324.08;323.08;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.08;306.07;305.11;303.1;301.12;299.14;298.09;297.12;295.11;293.09;291.1;287.1;285.1;283.11;282.1;281.09;279.09;275.1;273.09;272.08;271.08;270.07;269.09;268.09;267.09;259.11;257.09;256.08;255.09;254.07;253.07;252.06;250.08;249.08;243.11;241.1;240.09;239.08;238.07;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;194.04;193.1;191.08;189.07;187.05;182.08;180.04;179.08;178.05;177.04;167.08;165.05;164.05;163.09;161.07;152.07;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_54d8af953f38709f74af,candidate,Structured compound record mined from local corpus text.
cmp_9afdc8912546e7,entity_9afdc8912546e791,reported,reported,15-decarboxy-amaranthin,,betalain,,C29H34N2O17,682.18574763737,,,683.193,654.19;653.18;651.2;650.2;649.19;648.18;647.17;646.16;645.16;643.2;641.18;639.2;638.2;637.19;636.18;635.17;633.19;632.18;631.18;630.17;629.16;627.15;625.19;623.21;621.19;620.18;619.18;618.17;617.16;615.18;613.19;611.17;610.16;609.19;608.18;607.18;605.2;604.19;603.18;602.17;601.17;597.19;595.18;594.17;593.16;592.15;591.18;590.17;589.17;581.2;579.18;577.17;575.15;563.19;561.17;559.16;558.15;557.14;545.14;534.15;532.13;531.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;507.16;506.15;505.15;502.13;501.12;500.12;499.11;491.17;490.16;489.15;488.14;487.13;486.12;485.13;484.12;483.11;482.11;479.17;478.16;477.15;475.17;473.16;472.12;471.14;470.13;469.12;467.17;465.15;463.17;462.12;461.13;460.15;459.14;457.16;456.13;455.14;454.14;453.13;451.11;449.13;447.11;446.11;445.13;444.13;443.12;442.14;441.13;437.16;435.14;434.13;433.13;432.15;431.12;430.11;429.1;428.09;427.12;426.12;425.11;421.16;419.14;417.13;416.12;415.12;414.14;413.11;411.09;403.15;401.13;399.12;385.14;383.12;381.11;358.11;356.1;355.09;345.11;344.1;343.09;342.09;341.09;340.1;338.09;337.08;331.13;329.11;328.11;327.1;326.09;325.08;324.08;323.08;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.08;306.07;305.11;303.1;301.12;299.14;298.09;297.12;295.11;293.09;291.1;287.1;285.1;283.11;282.1;281.09;279.09;275.1;273.09;272.08;271.08;270.07;269.09;268.09;267.09;259.11;257.09;256.08;255.09;254.07;253.07;252.06;250.08;249.08;243.11;241.1;240.09;239.08;238.07;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;194.04;193.1;191.08;189.07;187.05;182.08;180.04;179.08;178.05;177.04;167.08;165.05;164.05;163.09;161.07;152.07;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_acae738833f8a58e3f42,candidate,Structured compound record mined from local corpus text.
cmp_3c7e9eea05dfc5,entity_3c7e9eea05dfc517,reported,reported,2-decarboxy-amaranthin,,betalain,,C29H34N2O17,682.18574763737,,,683.193,654.19;653.18;651.2;650.2;649.19;648.18;647.17;646.16;645.16;643.2;641.18;639.2;638.2;637.19;636.18;635.17;633.19;632.18;631.18;630.17;629.16;627.15;625.19;623.21;621.19;620.18;619.18;618.17;617.16;615.18;613.19;611.17;610.16;609.19;608.18;607.18;605.2;604.19;603.18;602.17;601.17;597.19;595.18;594.17;593.16;592.15;591.18;590.17;589.17;581.2;579.18;577.17;575.15;563.19;561.17;559.16;558.15;557.14;545.14;534.15;532.13;531.12;519.13;518.13;517.12;516.13;515.13;514.12;513.11;507.16;506.15;505.15;502.13;501.12;500.12;499.11;491.17;490.16;489.15;488.14;487.13;486.12;485.13;484.12;483.11;482.11;479.17;478.16;477.15;475.17;473.16;472.12;471.14;470.13;469.12;467.17;465.15;463.17;462.12;461.13;460.15;459.14;457.16;456.13;455.14;454.14;453.13;451.11;449.13;447.11;446.11;445.13;444.13;443.12;442.14;441.13;437.16;435.14;434.13;433.13;432.15;431.12;430.11;429.1;428.09;427.12;426.12;425.11;421.16;419.14;417.13;416.12;415.12;414.14;413.11;411.09;403.15;401.13;399.12;385.14;383.12;381.11;358.11;356.1;355.09;345.11;344.1;343.09;342.09;341.09;340.1;338.09;337.08;331.13;329.11;328.11;327.1;326.09;325.08;324.08;323.08;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.08;306.07;305.11;303.1;301.12;299.14;298.09;297.12;295.11;293.09;291.1;287.1;285.1;283.11;282.1;281.09;279.09;275.1;273.09;272.08;271.08;270.07;269.09;268.09;267.09;259.11;257.09;256.08;255.09;254.07;253.07;252.06;250.08;249.08;243.11;241.1;240.09;239.08;238.07;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;194.04;193.1;191.08;189.07;187.05;182.08;180.04;179.08;178.05;177.04;167.08;165.05;164.05;163.09;161.07;152.07;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_5191863e421e5076f5ba,candidate,Structured compound record mined from local corpus text.
cmp_3e3a65cb0ad6a3,entity_3e3a65cb0ad6a33a,reported,reported,Neoamaranthin,,betalain,,C30H32N2O19,724.15992681205,,,725.1672,696.16;695.16;693.18;692.17;691.16;690.15;689.15;688.14;687.13;685.17;683.16;682.15;681.18;680.17;679.16;678.15;677.15;675.17;674.16;673.15;672.14;671.14;669.12;667.16;665.18;663.17;662.16;661.15;660.14;659.14;657.16;655.16;653.15;652.14;651.17;650.16;649.15;647.17;646.16;645.16;644.15;643.14;639.17;637.15;636.14;635.14;634.13;633.16;632.15;631.14;621.16;619.14;617.12;603.15;601.13;599.11;549.14;548.13;547.12;545.14;533.14;532.13;531.12;530.12;529.11;528.13;521.14;520.13;519.12;518.13;517.12;516.13;515.13;514.12;513.11;512.11;511.1;509.14;507.12;505.15;503.13;502.13;501.12;500.12;499.11;498.12;497.12;496.11;495.1;493.09;491.13;489.12;488.14;487.13;486.12;485.12;484.12;483.11;482.11;479.13;477.11;476.11;475.11;474.13;473.13;472.12;470.13;469.12;468.12;467.11;461.13;459.1;458.1;457.13;456.13;455.12;449.13;447.11;446.11;445.13;444.13;443.12;441.09;433.13;431.12;430.11;429.1;428.09;427.12;426.12;425.11;423.08;415.12;413.11;411.09;387.08;386.07;385.07;384.06;373.1;371.09;370.08;369.07;368.06;367.06;359.09;358.08;357.11;356.1;355.09;354.08;353.08;352.07;347.09;345.07;343.09;342.09;341.08;340.07;339.1;338.09;337.08;333.07;329.08;327.1;325.08;324.08;323.08;320.08;317.08;315.06;314.05;313.08;312.07;307.08;306.07;301.08;299.07;298.06;297.1;294.1;285.1;283.07;282.06;279.06;278.05;273.1;271.08;270.07;268.09;267.09;265.05;263.07;261.05;255.09;253.07;252.06;251.07;250.08;249.05;247.03;237.08;235.07;233.06;231.04;221.06;209.06;207.05;194.04;193.04;192.03;191.06;181.05;180.04;179.03;178.05;177.04;167.07;165.05;164.05;163.04;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_aa86af109d352aae184c,candidate,Structured compound record mined from local corpus text.
cmp_6d26d5309a8d11,entity_6d26d5309a8d1114,reported,reported,Melocactin (2'-O-glycosyl- betanin / Bougainvillein-r),,betalain,,C30H36N2O18,712.1963123214,,,713.2036,684.2;683.19;681.21;679.2;678.19;677.18;676.17;675.17;673.21;671.19;669.21;668.21;667.2;666.19;665.18;663.2;661.19;660.18;659.17;657.16;655.2;653.22;651.2;650.2;649.19;648.18;647.17;643.2;641.18;640.17;639.2;638.2;637.19;633.19;632.18;631.18;627.2;625.19;624.18;623.17;622.16;621.19;620.18;619.18;609.19;607.18;605.16;591.18;589.17;587.15;551.15;550.14;549.14;544.17;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;520.17;519.16;518.15;517.14;516.14;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.15;503.14;502.16;501.15;500.14;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.14;486.14;485.13;481.15;479.13;478.12;477.15;476.14;475.13;474.16;473.15;472.14;471.14;470.13;469.13;468.13;465.15;463.13;461.12;460.11;459.15;458.14;457.12;448.14;447.15;445.12;443.11;442.15;441.14;435.15;433.13;432.13;430.15;429.14;427.11;425.1;417.14;416.13;415.12;414.12;412.14;411.13;399.13;397.11;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;297.1;287.1;285.1;284.08;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_6d2fd61a50c48d91b66b,candidate,Structured compound record mined from local corpus text.
cmp_40b6f4208c772b,entity_40b6f4208c772bc4,reported,reported,Isomelocactin (2'-O-glycosyl- isobetanin / isobougainvillein-r),,betalain,,C30H36N2O18,712.1963123214,,,713.2036,684.2;683.19;681.21;679.2;678.19;677.18;676.17;675.17;673.21;671.19;669.21;668.21;667.2;666.19;665.18;663.2;661.19;660.18;659.17;657.16;655.2;653.22;651.2;650.2;649.19;648.18;647.17;643.2;641.18;640.17;639.2;638.2;637.19;633.19;632.18;631.18;627.2;625.19;624.18;623.17;622.16;621.19;620.18;619.18;609.19;607.18;605.16;591.18;589.17;587.15;551.15;550.14;549.14;544.17;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;520.17;519.16;518.15;517.14;516.14;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.15;503.14;502.16;501.15;500.14;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.14;486.14;485.13;481.15;479.13;478.12;477.15;476.14;475.13;474.16;473.15;472.14;471.14;470.13;469.13;468.13;465.15;463.13;461.12;460.11;459.15;458.14;457.12;448.14;447.15;445.12;443.11;442.15;441.14;435.15;433.13;432.13;430.15;429.14;427.11;425.1;417.14;416.13;415.12;414.12;412.14;411.13;399.13;397.11;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;297.1;287.1;285.1;284.08;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_a7ad7a0599f88509ea33,candidate,Structured compound record mined from local corpus text.
cmp_f6541fa38e0053,entity_f6541fa38e0053a3,reported,reported,Bougainvillein-r III,,betalain,,C39H42N2O20,858.23309175392,,,859.2404,830.24;829.23;827.25;825.23;824.23;823.22;822.21;821.2;819.25;817.23;815.25;814.24;813.23;812.23;811.22;809.24;807.22;806.22;805.21;803.19;801.23;799.26;797.24;796.23;795.22;794.22;793.21;789.23;787.22;786.21;785.24;784.23;783.22;779.23;778.22;777.21;773.24;771.22;770.22;769.21;768.2;767.23;766.22;765.21;755.23;753.21;751.2;737.22;735.2;733.19;697.19;696.18;695.19;694.19;693.18;690.2;681.19;680.18;679.18;678.17;677.16;676.17;675.17;669.19;668.18;667.18;666.2;665.18;664.19;663.18;662.17;661.17;660.16;659.15;657.19;655.18;653.2;651.18;650.18;649.18;648.19;647.19;646.18;645.17;644.16;643.16;641.14;639.18;637.19;635.19;634.18;633.18;632.17;631.17;627.18;625.17;624.16;623.17;622.18;621.17;620.2;619.19;618.18;617.18;616.17;615.17;614.16;611.19;609.17;607.16;606.15;605.19;604.18;603.16;594.18;593.19;591.16;589.15;588.18;587.18;581.19;579.17;578.16;576.18;575.18;573.15;571.13;563.18;562.17;561.16;560.15;558.17;557.17;545.17;543.15;533.14;532.13;531.12;517.15;515.13;514.12;513.11;505.15;504.15;503.13;502.13;501.13;500.14;499.13;497.12;495.1;488.13;487.12;486.14;485.13;484.12;483.12;481.12;479.11;475.13;471.13;470.12;469.11;468.13;463.13;461.12;457.12;453.12;452.11;445.12;443.11;441.14;431.13;429.14;427.11;425.12;419.13;417.14;416.11;415.12;414.13;413.12;412.14;411.13;401.12;399.11;398.1;397.11;396.12;395.11;389.1;388.09;387.08;386.07;383.11;381.1;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;337.08;335.09;331.09;329.11;327.1;326.09;325.08;324.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_b3c4e571de7b0b374dc9,candidate,Structured compound record mined from local corpus text.
cmp_ec3f80fa7923a5,entity_ec3f80fa7923a594,reported,reported,Isobougainvillein-r III,,betalain,,C39H42N2O20,858.23309175392,,,859.2404,830.24;829.23;827.25;825.23;824.23;823.22;822.21;821.2;819.25;817.23;815.25;814.24;813.23;812.23;811.22;809.24;807.22;806.22;805.21;803.19;801.23;799.26;797.24;796.23;795.22;794.22;793.21;789.23;787.22;786.21;785.24;784.23;783.22;779.23;778.22;777.21;773.24;771.22;770.22;769.21;768.2;767.23;766.22;765.21;755.23;753.21;751.2;737.22;735.2;733.19;697.19;696.18;695.19;694.19;693.18;690.2;681.19;680.18;679.18;678.17;677.16;676.17;675.17;669.19;668.18;667.18;666.2;665.18;664.19;663.18;662.17;661.17;660.16;659.15;657.19;655.18;653.2;651.18;650.18;649.18;648.19;647.19;646.18;645.17;644.16;643.16;641.14;639.18;637.19;635.19;634.18;633.18;632.17;631.17;627.18;625.17;624.16;623.17;622.18;621.17;620.2;619.19;618.18;617.18;616.17;615.17;614.16;611.19;609.17;607.16;606.15;605.19;604.18;603.16;594.18;593.19;591.16;589.15;588.18;587.18;581.19;579.17;578.16;576.18;575.18;573.15;571.13;563.18;562.17;561.16;560.15;558.17;557.17;545.17;543.15;533.14;532.13;531.12;517.15;515.13;514.12;513.11;505.15;504.15;503.13;502.13;501.13;500.14;499.13;497.12;495.1;488.13;487.12;486.14;485.13;484.12;483.12;481.12;479.11;475.13;471.13;470.12;469.11;468.13;463.13;461.12;457.12;453.12;452.11;445.12;443.11;441.14;431.13;429.14;427.11;425.12;419.13;417.14;416.11;415.12;414.13;413.12;412.14;411.13;401.12;399.11;398.1;397.11;396.12;395.11;389.1;388.09;387.08;386.07;383.11;381.1;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;337.08;335.09;331.09;329.11;327.1;326.09;325.08;324.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_69507c07581be476cd1c,candidate,Structured compound record mined from local corpus text.
